Date,Time Control,White,Black,White Rating,Black Rating,White Country,Black Country,Result,Did Jerry Win?,White Accuracy,Black Accuracy,Jerry Accuracy,Moves,Day_of_Week,Color_Played,Opponent Rating,Did Jerry Win numeric,Opponent Accuracy,Color_Played numeric
2023-04-29,3 min,Dizzyscar,Jesse9811,1026,1001,United States,Germany,White,Win,66.2,53.9,66.2,33,Saturday,White,1001,1,53.9,1
2023-04-29,3 min,IceAge00000,Dizzyscar,981,1018,Slovakia,United States,Black,Win,58.3,65.2,65.2,28,Saturday,Black,981,1,58.3,-1
2023-04-29,3 min,twistedfirey,Dizzyscar,1012,1011,Australia,United States,Black,Win,65.7,60.9,60.9,35,Saturday,Black,1012,1,65.7,-1
2023-04-29,3 min,Dizzyscar,Noob1230998,1003,941,United States,Philippines,White,Win,71.2,52.8,71.2,28,Saturday,White,941,1,52.8,1
2023-04-29,3 min,Kisvis,Dizzyscar,960,996,Türkiye,United States,Black,Win,72.6,81.2,81.2,34,Saturday,Black,960,1,72.6,-1
2023-04-29,3 min,dave411,Dizzyscar,1048,989,United States,United States,White,Loss,86.3,75.7,75.7,13,Saturday,Black,1048,0,86.3,-1
2023-04-29,3 min,Dizzyscar,liamxadrez,996,991,United States,Brazil,White,Win,45.3,61.2,45.3,19,Saturday,White,991,1,61.2,1
2023-04-29,3 min,Dizzyscar,Bisson02,988,952,United States,Guernsey,White,Win,81,68,81,34,Saturday,White,952,1,68,1
2023-04-29,3 min,Hey_jv,Dizzyscar,1004,980,Brazil,United States,White,Loss,76.3,67.3,67.3,40,Saturday,Black,1004,0,76.3,-1
2023-04-29,3 min,Alfiekader,Dizzyscar,1001,988,Sweden,United States,Black,Win,61.3,64.4,64.4,40,Saturday,Black,1001,1,61.3,-1
2023-04-29,3 min,Dizzyscar,vandalkedost,979,967,United States,India,White,Win,70.9,63.1,70.9,70,Saturday,White,967,1,63.1,1
2023-04-29,3 min,Dizzyscar,AR_10,971,1011,United States,India,Black,Loss,47.8,57.1,47.8,37,Saturday,White,1011,0,57.1,1
2023-04-29,3 min,somraj1117,Dizzyscar,1019,978,India,United States,White,Loss,78.7,71.6,71.6,51,Saturday,Black,1019,0,78.7,-1
2023-04-29,3 min,Irohwl,Dizzyscar,977,985,Sweden,United States,Draw,Draw,57.5,53,53,61,Saturday,Black,977,0,57.5,-1
2023-04-29,3 min,Dizzyscar,katii0,985,1021,United States,Germany,Black,Loss,75.8,82.6,75.8,39,Saturday,White,1021,0,82.6,1
2023-04-29,3 min,CaptainShroom,Dizzyscar,993,992,United States,United States,Black,Win,67.9,67.4,67.4,44,Saturday,Black,993,1,67.9,-1
2023-04-29,3 min,Dizzyscar,valentipashev,984,929,United States,Bulgaria,White,Win,100,67.9,100,10,Saturday,White,929,1,67.9,1
2023-04-29,3 min,valentipashev,Dizzyscar,936,977,Bulgaria,United States,Black,Win,61.2,74.2,74.2,43,Saturday,Black,936,1,61.2,-1
2023-04-29,3 min,Dizzyscar,kraakolars,970,952,United States,Norway,White,Win,65.6,69.5,65.6,47,Saturday,White,952,1,69.5,1
2023-04-28,3 min,Dizzyscar,tomiroos174,962,910,United States,France,White,Win,77.4,71.2,77.4,55,Friday,White,910,1,71.2,1
2023-04-27,3 min,zoom9799,Dizzyscar,972,955,Uzbekistan,United States,White,Loss,66.8,68,68,44,Thursday,Black,972,0,66.8,-1
2023-04-27,3 min,Dizzyscar,Matrix689,963,991,United States,Nigeria,Black,Loss,79.1,80,79.1,28,Thursday,White,991,0,80,1
2023-04-27,3 min,Dizzyscar,HONOSUNKIZISELENA,971,909,United States,Türkiye,White,Win,71.4,65,71.4,39,Thursday,White,909,1,65,1
2023-04-27,3 min,thiagowandersoncosta,Dizzyscar,1045,964,Brazil,United States,White,Loss,75.3,70.8,70.8,68,Thursday,Black,1045,0,75.3,-1
2023-04-27,3 min,AtheneaPty,Dizzyscar,991,972,Panama,United States,White,Loss,87.4,79.5,79.5,58,Thursday,Black,991,0,87.4,-1
2023-04-27,3 min,Dizzyscar,CassiusReel,980,955,United States,Belgium,White,Win,66.3,58.5,66.3,35,Thursday,White,955,1,58.5,1
2023-04-27,3 min,Dizzyscar,ockapuh,981,971,United States,Spain,Draw,Draw,59.7,60.6,59.7,66,Thursday,White,971,0,60.6,1
2023-04-26,3 min,mccarron23,Dizzyscar,1027,981,Canada,United States,White,Loss,83.7,70.5,70.5,28,Wednesday,Black,1027,0,83.7,-1
2023-04-26,3 min,IAmScorpionKing,Dizzyscar,942,988,Australia,United States,Black,Win,29.7,42.3,42.3,31,Wednesday,Black,942,1,29.7,-1
2023-04-25,3 min,Dizzyscar,toby116,981,992,United States,Philippines,Black,Loss,58.6,100,58.6,4,Tuesday,White,992,0,100,1
2023-04-25,3 min,EthanMartin13,Dizzyscar,915,989,United States,United States,Black,Win,73.3,82.7,82.7,51,Tuesday,Black,915,1,73.3,-1
2023-04-25,3 min,arthurcoutochess,Dizzyscar,962,982,Brazil,United States,Black,Win,68.8,76.8,76.8,39,Tuesday,Black,962,1,68.8,-1
2023-04-25,3 min,Dizzyscar,SteelyTom,974,893,United States,United States,White,Win,63.5,66.6,63.5,49,Tuesday,White,893,1,66.6,1
2023-04-25,3 min,Dizzyscar,omazing,968,1046,United States,United States,Black,Loss,61.9,69.3,61.9,57,Tuesday,White,1046,0,69.3,1
2023-04-25,3 min,yuventoox,Dizzyscar,940,975,France,United States,Black,Win,47.3,61.2,61.2,33,Tuesday,Black,940,1,47.3,-1
2023-04-25,3 min,Dizzyscar,Pantheon8,967,964,United States,Austria,White,Win,61.3,59.2,61.3,63,Tuesday,White,964,1,59.2,1
2023-04-24,3 min,tus0,Dizzyscar,943,959,India,United States,White,Loss,57.9,52.7,52.7,39,Monday,Black,943,0,57.9,-1
2023-04-24,3 min,Dizzyscar,Kaazha,968,1013,United States,Japan,Black,Loss,58.8,68.4,58.8,10,Monday,White,1013,0,68.4,1
2023-04-24,3 min,Dizzyscar,Ozias86,975,980,United States,United States,White,Win,62.2,51.7,62.2,17,Monday,White,980,1,51.7,1
2023-04-24,3 min,HUYNHMAI95,Dizzyscar,929,967,Vietnam,United States,Black,Win,74.5,97.6,97.6,8,Monday,Black,929,1,74.5,-1
2023-04-24,3 min,Dizzyscar,hello8925,960,1001,United States,France,Black,Loss,66.1,73.2,66.1,41,Monday,White,1001,0,73.2,1
2023-04-24,3 min,Batterink,Dizzyscar,943,967,Netherlands,United States,Black,Win,93.2,92.6,92.6,6,Monday,Black,943,1,93.2,-1
2023-04-23,3 min,GryffinChess,Dizzyscar,971,959,United States,United States,Draw,Draw,72,72.4,72.4,38,Sunday,Black,971,0,72,-1
2023-04-23,3 min,Dizzyscar,titoadamprimadani,959,971,United States,Indonesia,White,Win,34.4,31.2,34.4,49,Sunday,White,971,1,31.2,1
2023-04-23,3 min,Dizzyscar,sonia100000,950,953,United States,Mexico,Black,Loss,42,49,42,48,Sunday,White,953,0,49,1
2023-04-23,3 min,Lufalan,Dizzyscar,925,958,Canada,United States,Black,Win,74.2,74.5,74.5,49,Sunday,Black,925,1,74.2,-1
2023-04-23,3 min,Rikiichy,Dizzyscar,890,950,Canada,United States,Black,Win,73.5,84,84,41,Sunday,Black,890,1,73.5,-1
2023-04-23,3 min,Dizzyscar,khaledAlmhari,943,1020,United States,United Arab Emirates,White,Win,72.9,67.6,72.9,71,Sunday,White,1020,1,67.6,1
2023-04-23,3 min,Dizzyscar,kerim172,933,917,United States,Bosnia-Herzegovina,Black,Loss,56.6,66,56.6,39,Sunday,White,917,0,66,1
2023-04-23,3 min,Dizzyscar,orkadimenza,942,928,United States,Czech Republic,Black,Loss,77.1,93.4,77.1,13,Sunday,White,928,0,93.4,1
2023-04-23,3 min,OmarBinafif,Dizzyscar,970,951,Saudi Arabia,United States,White,Loss,82.5,73.4,73.4,57,Sunday,Black,970,0,82.5,-1
2023-04-23,3 min,Dizzyscar,Farabi11,959,946,United States,United Kingdom,Black,Loss,52.3,58.8,52.3,30,Sunday,White,946,0,58.8,1
2023-04-23,3 min,zizoaaa1930,Dizzyscar,1028,968,United Kingdom,United States,White,Loss,75.2,65.1,65.1,9,Sunday,Black,1028,0,75.2,-1
2023-04-23,3 min,Kunal3008,Dizzyscar,997,975,India,United States,Black,Win,67.9,63.2,63.2,24,Sunday,Black,997,1,67.9,-1
2023-04-21,3 min,chesswinner2005,Dizzyscar,943,966,United States,United States,White,Loss,75.8,64.2,64.2,27,Friday,Black,943,0,75.8,-1
2023-04-21,3 min,Dizzyscar,bigbrother727,975,1000,United States,Pakistan,Black,Loss,63,70.5,63,39,Friday,White,1000,0,70.5,1
2023-04-21,3 min,Dizzyscar,penguasaposronda,983,962,United States,Indonesia,White,Win,70.1,80.7,70.1,32,Friday,White,962,1,80.7,1
2023-04-21,3 min,Adayrm84,Dizzyscar,947,975,Spain,United States,White,Loss,88.8,74.4,74.4,37,Friday,Black,947,0,88.8,-1
2023-04-21,3 min,kundai2580,Dizzyscar,1008,984,Zimbabwe,United States,Black,Win,60.6,69.8,69.8,44,Friday,Black,1008,1,60.6,-1
2023-04-21,3 min,Dizzyscar,pacnisB,975,977,United States,Uganda,White,Win,79,39.1,79,7,Friday,White,977,1,39.1,1
2023-04-20,3 min,Dizzyscar,raloi,967,942,United States,United States,Black,Loss,41.2,60.1,41.2,12,Thursday,White,942,0,60.1,1
2023-04-20,3 min,Ahmetvhp,Dizzyscar,1007,976,Türkiye,United States,White,Loss,84.6,57.7,57.7,13,Thursday,Black,1007,0,84.6,-1
2023-04-20,3 min,Dizzyscar,xJupreme,984,994,United States,Germany,Black,Loss,71.9,81.1,71.9,49,Thursday,White,994,0,81.1,1
2023-04-20,3 min,dnlopereira,Dizzyscar,976,992,Brazil,United States,Black,Win,57.6,63,63,42,Thursday,Black,976,1,57.6,-1
2023-04-20,3 min,Melenovich13,Dizzyscar,1019,984,Spain,United States,White,Loss,82.6,72.6,72.6,34,Thursday,Black,1019,0,82.6,-1
2023-04-20,3 min,gururaut3112,Dizzyscar,981,992,India,United States,Black,Win,55.9,67,67,35,Thursday,Black,981,1,55.9,-1
2023-04-19,1 min,Dizzyscar,Mathieu43,1057,1032,United States,France,Black,Loss,65.8,79.8,65.8,48,Wednesday,White,1032,0,79.8,1
2023-04-19,3 min,Dizzyscar,sirbucknor1,984,971,United States,Scotland,White,Win,76.5,58.6,76.5,25,Wednesday,White,971,1,58.6,1
2023-04-19,3 min,Dizzyscar,SecondToNil,976,969,United States,Kyrgyzstan,Black,Loss,70.7,78.1,70.7,56,Wednesday,White,969,0,78.1,1
2023-04-18,3 min,eugenioiilagarteja,Dizzyscar,1008,985,Philippines,United States,Black,Win,72.3,80.5,80.5,52,Tuesday,Black,1008,1,72.3,-1
2023-04-18,3 min,Dizzyscar,estemberg,976,1059,United States,Philippines,Black,Loss,64.1,81.8,64.1,16,Tuesday,White,1059,0,81.8,1
2023-04-18,3 min,Cdriic,Dizzyscar,1021,982,France,United States,White,Loss,78.2,71.4,71.4,54,Tuesday,Black,1021,0,78.2,-1
2023-04-18,3 min,Benny66,Dizzyscar,970,989,Israel,United States,White,Loss,66.7,60.7,60.7,35,Tuesday,Black,970,0,66.7,-1
2023-04-18,3 min,Bruno2801,Dizzyscar,983,998,Argentina,United States,Black,Win,62.1,62.3,62.3,37,Tuesday,Black,983,1,62.1,-1
2023-04-18,3 min,Dizzyscar,doamuchfinerjob,990,1006,United States,United States,White,Win,86.4,73.2,86.4,37,Tuesday,White,1006,1,73.2,1
2023-04-17,3 min,Dizzyscar,dsyarif,981,945,United States,Indonesia,Black,Loss,78.1,78.4,78.1,52,Monday,White,945,0,78.4,1
2023-04-17,3 min,lrodrig5,Dizzyscar,975,990,United States,United States,Black,Win,75.5,70.2,70.2,42,Monday,Black,975,1,75.5,-1
2023-04-17,3 min,MarvinMichael,Dizzyscar,977,982,Germany,United States,Draw,Draw,71.5,77.2,77.2,58,Monday,Black,977,0,71.5,-1
2023-04-16,3 min,EzequielRMG,Dizzyscar,982,982,Argentina,United States,Black,Win,82.6,92.1,92.1,22,Sunday,Black,982,1,82.6,-1
2023-04-16,3 min,Dizzyscar,Driptofen511,974,1009,United States,Germany,Black,Loss,76.2,84.3,76.2,40,Sunday,White,1009,0,84.3,1
2023-04-16,3 min,c21ph,Dizzyscar,952,982,United States,United States,Draw,Draw,67.4,65,65,70,Sunday,Black,952,0,67.4,-1
2023-04-16,3 min,Dizzyscar,Mihailo1903006,983,1037,United States,Serbia,Black,Loss,77.2,86.6,77.2,54,Sunday,White,1037,0,86.6,1
2023-04-15,1 min,Dizzyscar,misha9625,1068,1074,United States,United States,Black,Loss,71.8,85,71.8,36,Saturday,White,1074,0,85,1
2023-04-15,1 min,BlunderBottt,Dizzyscar,1076,1078,Canada,United States,White,Loss,78.2,63,63,22,Saturday,Black,1076,0,78.2,-1
2023-04-15,1 min,Dizzyscar,ryan4122,1089,1083,United States,Saudi Arabia,Black,Loss,50.8,75.4,50.8,20,Saturday,White,1083,0,75.4,1
2023-04-15,1 min,soyelhombreinvisible,Dizzyscar,1077,1100,Mexico,United States,White,Loss,66.9,65,65,25,Saturday,Black,1077,0,66.9,-1
2023-04-15,1 min,Dizzyscar,Jonah121,1112,1131,United States,United Kingdom,Black,Loss,55.2,64.3,55.2,10,Saturday,White,1131,0,64.3,1
2023-04-15,1 min,karmal0,Dizzyscar,1131,1123,European Union,United States,White,Loss,87.6,72.9,72.9,30,Saturday,Black,1131,0,87.6,-1
2023-04-15,1 min,Dizzyscar,thomfox099,1135,1133,United States,International,White,Win,70.1,59.8,70.1,25,Saturday,White,1133,1,59.8,1
2023-04-15,1 min,hellobyequack,Dizzyscar,1089,1123,Canada,United States,Black,Win,78.5,73.8,73.8,42,Saturday,Black,1089,1,78.5,-1
2023-04-15,1 min,Dizzyscar,shragee,1112,1134,United States,United States,Draw,Draw,70.2,81.9,70.2,45,Saturday,White,1134,0,81.9,1
2023-04-15,1 min,followerofjesus1,Dizzyscar,1074,1111,Sweden,United States,Black,Win,90.1,91.8,91.8,4,Saturday,Black,1074,1,90.1,-1
2023-04-15,1 min,Dizzyscar,hugokaut,1099,1032,United States,United States,White,Win,49.7,46.3,49.7,19,Saturday,White,1032,1,46.3,1
2023-04-15,1 min,Chess_Blunderer,Dizzyscar,1149,1088,United States,United States,White,Loss,54.5,45.5,45.5,30,Saturday,Black,1149,0,54.5,-1
2023-04-15,3 min,Dizzyscar,SamuelDolling,990,986,United States,United Kingdom,Black,Loss,66.1,77.2,66.1,47,Saturday,White,986,0,77.2,1
2023-04-15,3 min,LilDG5,Dizzyscar,997,999,Austria,United States,White,Loss,79.5,69.4,69.4,44,Saturday,Black,997,0,79.5,-1
2023-04-14,3 min,sijun202020,Dizzyscar,1009,1007,Indonesia,United States,White,Loss,68.2,62.6,62.6,33,Friday,Black,1009,0,68.2,-1
2023-04-14,3 min,Volty_xd,Dizzyscar,969,1015,India,United States,Black,Win,81.2,76.9,76.9,30,Friday,Black,969,1,81.2,-1
2023-04-14,3 min,Dizzyscar,bini48,1008,1055,United States,Ethiopia,Black,Loss,58.6,70.7,58.6,34,Friday,White,1055,0,70.7,1
2023-04-14,3 min,Dizzyscar,valkyrii,1015,1009,United States,United States,White,Win,79.5,69.5,79.5,35,Friday,White,1009,1,69.5,1
2023-04-14,3 min,tbym24,Dizzyscar,1002,1007,Indonesia,United States,White,Loss,83.2,75.4,75.4,35,Friday,Black,1002,0,83.2,-1
2023-04-14,3 min,Dizzyscar,Carboose,1015,1003,United States,United States,White,Win,81,69.1,81,8,Friday,White,1003,1,69.1,1
2023-04-14,3 min,Dizzyscar,WASP-96b,1007,996,United States,Palestine,White,Win,89.7,78.8,89.7,24,Friday,White,996,1,78.8,1
2023-04-14,3 min,WASP-96b,Dizzyscar,1004,999,Palestine,United States,Black,Win,88,82.8,82.8,53,Friday,Black,1004,1,88,-1
2023-04-14,3 min,Dizzyscar,WASP-96b,990,1013,United States,Palestine,White,Win,73.6,63.2,73.6,27,Friday,White,1013,1,63.2,1
2023-04-14,3 min,WASP-96b,Dizzyscar,1022,981,Palestine,United States,White,Loss,53.2,41,41,26,Friday,Black,1022,0,53.2,-1
2023-04-14,3 min,Dizzyscar,WASP-96b,988,1015,United States,Palestine,White,Win,72.3,64,72.3,25,Friday,White,1015,1,64,1
2023-04-14,3 min,Advitiya259,Dizzyscar,981,979,India,United States,White,Loss,88.8,62.9,62.9,18,Friday,Black,981,0,88.8,-1
2023-04-14,3 min,intrikjuhe,Dizzyscar,968,987,Indonesia,United States,White,Loss,64,60.9,60.9,21,Friday,Black,968,0,64,-1
2023-04-14,3 min,Dizzyscar,dieudeskikous,987,993,United States,France,Black,Loss,65.5,75,65.5,58,Friday,White,993,0,75,1
2023-04-14,3 min,andreivaidaa,Dizzyscar,999,995,Poland,United States,Black,Win,42.6,56.7,56.7,35,Friday,Black,999,1,42.6,-1
2023-04-14,3 min,Norbi0001,Dizzyscar,1034,987,Poland,United States,Draw,Draw,46.4,49.3,49.3,46,Friday,Black,1034,0,46.4,-1
2023-04-14,3 min,Dizzyscar,Vojia,986,1004,United States,Greece,Black,Loss,73.7,79.5,73.7,64,Friday,White,1004,0,79.5,1
2023-04-14,3 min,Dizzyscar,IamArlo,994,983,United States,Indonesia,White,Win,52.6,58.4,52.6,18,Friday,White,983,1,58.4,1
2023-04-14,3 min,rga822627,Dizzyscar,974,986,Spain,United States,Black,Win,87.1,82.3,82.3,35,Friday,Black,974,1,87.1,-1
2023-04-13,1 min,Dizzyscar,Pancho1227,1100,1139,United States,Canada,Black,Loss,49.9,61.8,49.9,36,Thursday,White,1139,0,61.8,1
2023-04-13,1 min,ZVEZDA12,Dizzyscar,1115,1113,Slovenia,United States,Black,Win,65.8,71.1,71.1,32,Thursday,Black,1115,1,65.8,-1
2023-04-13,1 min,Dizzyscar,manifoldmonke,1097,1033,United States,United States,White,Win,91.3,81.4,91.3,31,Thursday,White,1033,1,81.4,1
2023-04-13,1 min,JenKKar,Dizzyscar,1067,1083,Brazil,United States,Black,Win,76.2,69.8,69.8,38,Thursday,Black,1067,1,76.2,-1
2023-04-13,3 min,Dizzyscar,barccs,978,955,United States,Venezuela,White,Win,82.7,66.6,82.7,32,Thursday,White,955,1,66.6,1
2023-04-13,3 min,Dizzyscar,mohsenyavar,970,921,United States,France,White,Win,58,39.9,58,21,Thursday,White,921,1,39.9,1
2023-04-12,3 min,Dizzyscar,nemothechessplayer,963,936,United States,United States,Black,Loss,76.9,86.2,76.9,48,Wednesday,White,936,0,86.2,1
2023-04-12,3 min,jheedreyes,Dizzyscar,969,972,Philippines,United States,White,Loss,64.4,57.9,57.9,29,Wednesday,Black,969,0,64.4,-1
2023-04-12,3 min,nolanbarrett,Dizzyscar,1031,980,International,United States,White,Loss,89.1,69.7,69.7,12,Wednesday,Black,1031,0,89.1,-1
2023-04-12,3 min,Tlomac,Dizzyscar,965,987,United States,United States,Black,Win,57,64,64,11,Wednesday,Black,965,1,57,-1
2023-04-12,3 min,Dizzyscar,DmitriyVitunov,979,1024,United States,International,Black,Loss,79.4,85.4,79.4,12,Wednesday,White,1024,0,85.4,1
2023-04-11,1 min,Dizzyscar,Djinni34,1066,416,United States,United States,White,Win,74.2,58.7,74.2,38,Tuesday,White,416,1,58.7,1
2023-04-11,1 min,Djinni34,Dizzyscar,416,1066,United States,United States,Black,Win,50.6,65.9,65.9,24,Tuesday,Black,416,1,50.6,-1
2023-04-11,1 min,Dizzyscar,Djinni34,1066,416,United States,United States,Black,Loss,57.4,65.7,57.4,46,Tuesday,White,416,0,65.7,1
2023-04-11,3 min,Dizzyscar,hlms21,986,926,United States,United Kingdom,White,Win,72.1,57.3,72.1,33,Tuesday,White,926,1,57.3,1
2023-04-11,3 min,Joss3094,Dizzyscar,1009,979,Mexico,United States,White,Loss,66.7,55.1,55.1,20,Tuesday,Black,1009,0,66.7,-1
2023-04-11,3 min,Dizzyscar,J0rdan19,987,1019,United States,Brazil,Black,Loss,49.7,63.1,49.7,21,Tuesday,White,1019,0,63.1,1
2023-04-11,3 min,generalgumby,Dizzyscar,964,995,United States,United States,White,Loss,88.7,79.9,79.9,51,Tuesday,Black,964,0,88.7,-1
2023-04-11,3 min,Dizzyscar,generalgumby,1004,955,United States,United States,White,Win,88.3,79.9,88.3,42,Tuesday,White,955,1,79.9,1
2023-04-11,3 min,Carelovitch,Dizzyscar,994,997,France,United States,White,Loss,74.2,68.6,68.6,40,Tuesday,Black,994,0,74.2,-1
2023-04-10,3 min,Dizzyscar,KrolKaczuh,1005,973,United States,Poland,White,Win,87.5,65.8,87.5,18,Monday,White,973,1,65.8,1
2023-04-10,3 min,ggaguero,Dizzyscar,943,997,Australia,United States,Black,Win,54.6,73.4,73.4,21,Monday,Black,943,1,54.6,-1
2023-04-09,3 min,mike637,Dizzyscar,1010,990,United States,United States,White,Loss,73.9,74,74,81,Sunday,Black,1010,0,73.9,-1
2023-04-09,3 min,Dizzyscar,mountis,998,978,United States,United Kingdom,White,Win,52,50.6,52,47,Sunday,White,978,1,50.6,1
2023-04-09,3 min,Jturkey2,Dizzyscar,1033,990,United States,United States,White,Loss,76.6,74.6,74.6,43,Sunday,Black,1033,0,76.6,-1
2023-04-09,3 min,Dizzyscar,Nishaish,998,952,United States,United Kingdom,White,Win,57,44.7,57,24,Sunday,White,952,1,44.7,1
2023-04-09,3 min,Dizzyscar,bubu_jr,991,956,United States,France,White,Win,69.8,76.4,69.8,42,Sunday,White,956,1,76.4,1
2023-04-08,3 min,Dizzyscar,sneaks_vr,983,957,United States,United Kingdom,White,Win,76.5,66.3,76.5,50,Saturday,White,957,1,66.3,1
2023-04-07,3 min,famous318,Dizzyscar,944,975,Germany,United States,Black,Win,60.2,72.3,72.3,50,Friday,Black,944,1,60.2,-1
2023-04-06,3 min,TiwJ,Dizzyscar,977,967,Brazil,United States,Black,Win,66.6,72.9,72.9,47,Thursday,Black,977,1,66.6,-1
2023-04-06,3 min,Dizzyscar,atikagan,958,998,United States,Türkiye,Black,Loss,65.2,74.8,65.2,47,Thursday,White,998,0,74.8,1
2023-04-06,3 min,BlekLeRoque,Dizzyscar,918,965,France,United States,Black,Win,76,64.7,64.7,31,Thursday,Black,918,1,76,-1
2023-04-05,3 min,jubada1,Dizzyscar,978,958,Hungary,United States,White,Loss,99.7,72.5,72.5,11,Wednesday,Black,978,0,99.7,-1
2023-04-05,3 min,Puzztle,Dizzyscar,972,966,Malaysia,United States,Black,Win,70.6,86.6,86.6,13,Wednesday,Black,972,1,70.6,-1
2023-04-04,3 min,Dizzyscar,Jackyjump,957,976,United States,Italy,Black,Loss,54.1,56.9,54.1,38,Tuesday,White,976,0,56.9,1
2023-04-04,3 min,Dizzyscar,ohsobadatchess,965,930,United States,United States,Draw,Draw,62.8,65.9,62.8,71,Tuesday,White,930,0,65.9,1
2023-04-03,3 min,Vicctorsierra,Dizzyscar,915,966,India,United States,Black,Win,66.1,70.9,70.9,52,Monday,Black,915,1,66.1,-1
2023-04-03,3 min,Dizzyscar,Jeanriguel,951,934,United States,France,Black,Loss,68.9,71.5,68.9,58,Monday,White,934,0,71.5,1
2023-04-03,3 min,Dizzyscar,Prokopius,960,1018,United States,Czech Republic,Black,Loss,59.8,72.6,59.8,61,Monday,White,1018,0,72.6,1
2023-03-31,3 min,Polperand,Dizzyscar,938,967,Italy,United States,Black,Win,65,81.3,81.3,23,Friday,Black,938,1,65,-1
2023-03-31,3 min,Dizzyscar,shubhpra,959,940,United States,India,White,Win,48,38.2,48,33,Friday,White,940,1,38.2,1
2023-03-31,3 min,apk_azrenkar,Dizzyscar,962,951,India,United States,White,Loss,68.2,59.2,59.2,35,Friday,Black,962,0,68.2,-1
2023-03-31,3 min,ditohdj,Dizzyscar,930,959,Georgia,United States,Black,Win,64,76.3,76.3,16,Friday,Black,930,1,64,-1
2023-03-31,3 min,chilifriess,Dizzyscar,929,951,United States,United States,Black,Win,72.4,81.7,81.7,48,Friday,Black,929,1,72.4,-1
2023-03-31,3 min,Dizzyscar,athubhide,943,887,United States,India,White,Win,57,87.9,57,8,Friday,White,887,1,87.9,1
2023-03-31,3 min,Dizzyscar,Balian79,936,906,United States,Spain,White,Win,87.1,75.7,87.1,45,Friday,White,906,1,75.7,1
2023-03-30,1 min,Djinni34,Dizzyscar,473,1066,United States,United States,Black,Win,70.9,68.2,68.2,46,Thursday,Black,473,1,70.9,-1
2023-03-30,1 min,Dizzyscar,Djinni34,1066,473,United States,United States,White,Win,81.1,45.1,81.1,10,Thursday,White,473,1,45.1,1
2023-03-24,3 min,Dizzyscar,ElmarDvalle,928,931,United States,Honduras,White,Win,53.6,34.6,53.6,11,Friday,White,931,1,34.6,1
2023-03-23,1 min,Dizzyscar,IanChiu,1066,1030,United States,Australia,White,Win,54.5,42.3,54.5,23,Thursday,White,1030,1,42.3,1
2023-03-22,3 min,Dizzyscar,milksball,920,926,United States,United States,White,Win,62.2,62,62.2,19,Wednesday,White,926,1,62,1
2023-03-20,3 min,Jacobkind,Dizzyscar,937,911,United States,United States,White,Loss,58.8,55.5,55.5,30,Monday,Black,937,0,58.8,-1
2023-03-20,3 min,sxmir04,Dizzyscar,858,919,United Kingdom,United States,Black,Win,64.1,63.1,63.1,32,Monday,Black,858,1,64.1,-1
2023-03-20,3 min,DiegoCizili,Dizzyscar,926,912,Brazil,United States,Black,Win,49.5,64.7,64.7,18,Monday,Black,926,1,49.5,-1
2023-03-16,3 min,Dizzyscar,RUsosut,903,901,United States,United Kingdom,Black,Loss,80.6,84.9,80.6,63,Thursday,White,901,0,84.9,1
2023-03-16,3 min,Dizzyscar,xDiege,911,942,United States,United Kingdom,Black,Loss,50.2,61.8,50.2,40,Thursday,White,942,0,61.8,1
2023-03-16,3 min,thepankii,Dizzyscar,956,919,Italy,United States,White,Loss,70.1,62.5,62.5,35,Thursday,Black,956,0,70.1,-1
2023-03-16,3 min,Dizzyscar,JonShkreli,927,980,United States,Albania,Black,Loss,52,65.2,52,17,Thursday,White,980,0,65.2,1
2023-03-14,3 min,Dizzyscar,stow_was_taken,934,942,United States,United States,White,Win,66,61.4,66,39,Tuesday,White,942,1,61.4,1
2023-03-14,3 min,Andersson_7,Dizzyscar,930,925,El Salvador,United States,Draw,Draw,57.5,58,58,57,Tuesday,Black,930,0,57.5,-1
2023-03-14,3 min,Dizzyscar,tootieboycocobear17,925,921,United States,Samoa,Black,Loss,73.2,79.9,73.2,59,Tuesday,White,921,0,79.9,1
2023-03-14,3 min,Dizzyscar,isaacchess2020,934,952,United States,Spain,White,Win,58.6,68.7,58.6,66,Tuesday,White,952,1,68.7,1
2023-03-14,3 min,Dizzyscar,Robert_Fish3,925,977,United States,United States,Black,Loss,60.6,78.1,60.6,21,Tuesday,White,977,0,78.1,1
2023-03-14,3 min,Petereater_69,Dizzyscar,920,932,Austria,United States,Black,Win,55.5,58,58,65,Tuesday,Black,920,1,55.5,-1
2023-03-10,3 min,PoKMz,Dizzyscar,910,924,United States,United States,White,Loss,68.6,55.8,55.8,35,Friday,Black,910,0,68.6,-1
2023-03-09,3 min,Dizzyscar,anuarve8708,940,912,United States,Argentina,White,Win,63.2,51.6,63.2,29,Thursday,White,912,1,51.6,1
2023-03-09,3 min,MasHj123,Dizzyscar,869,932,Australia,United States,Black,Win,63.8,68.5,68.5,20,Thursday,Black,869,1,63.8,-1
2023-03-09,3 min,Dizzyscar,BossKing38,925,954,United States,Canada,White,Win,66.5,69.9,66.5,37,Thursday,White,954,1,69.9,1
2023-03-09,10 min,Dizzyscar,100tnalang,1040,1044,United States,Philippines,White,Win,85.7,54.1,85.7,10,Thursday,White,1044,1,54.1,1
