Date,Time Control,White,Black,White Rating,Black Rating,White Country,Black Country,Result,Did Jerry Win?,White Accuracy,Black Accuracy,Jerry Accuracy,Moves,Day_of_Week,Color_Played,Opponent Rating,Did Jerry Win numeric,Opponent Accuracy,Color_Played numeric
2023-11-23,1 min,Dizzyscar,suddenlobster,1196,1282,United States,Australia,Black,Loss,71.7,89.7,71.7,31,Thursday,White,1282,0,89.7,1
2023-11-23,1 min,LaSim31,Dizzyscar,1186,1202,France,United States,Black,Win,59.9,57.6,57.6,45,Thursday,Black,1186,1,59.9,-1
2023-11-23,1 min,Dizzyscar,mahamad27,1194,1295,United States,Egypt,Black,Loss,65.1,71.6,65.1,34,Thursday,White,1295,0,71.6,1
2023-11-23,1 min,turkialrubaya,Dizzyscar,1182,1200,Saudi Arabia,United States,Black,Win,56.8,64.6,64.6,45,Thursday,Black,1182,1,56.8,-1
2023-11-23,1 min,alisteiny,Dizzyscar,1311,1192,New Zealand,United States,Black,Win,65.1,67.8,67.8,56,Thursday,Black,1311,1,65.1,-1
2023-11-23,1 min,Dizzyscar,SulaimanHamid,1181,1207,United States,Afghanistan,Black,Loss,38.9,75.1,38.9,17,Thursday,White,1207,0,75.1,1
2023-11-23,1 min,Dizzyscar,juan_colin08,1189,1300,United States,United States,Black,Loss,72.8,77.9,72.8,20,Thursday,White,1300,0,77.9,1
2023-11-23,1 min,Dizzyscar,Armaniony,1195,1155,United States,United States,White,Win,61.5,66.7,61.5,31,Thursday,White,1155,1,66.7,1
2023-11-23,1 min,hmnbtc,Dizzyscar,1220,1188,United States,United States,Draw,Draw,63.5,62.3,62.3,53,Thursday,Black,1220,0,63.5,-1
2023-11-23,1 min,29AntonL,Dizzyscar,1119,1187,Taiwan,United States,Black,Win,40.2,45.3,45.3,24,Thursday,Black,1119,1,40.2,-1
2023-11-23,1 min,Dizzyscar,theonlywolf,1180,1291,United States,Canada,Black,Loss,67.4,73.1,67.4,39,Thursday,White,1291,0,73.1,1
2023-11-23,1 min,Dizzyscar,stbbrnjatt,1186,1140,United States,India,White,Win,77.1,65,77.1,47,Thursday,White,1140,1,65,1
2023-11-23,1 min,Shrager69,Dizzyscar,1214,1179,Israel,United States,White,Loss,85,69.8,69.8,27,Thursday,Black,1214,0,85,-1
2023-11-23,3 min,TaniaGuerrillera,Dizzyscar,881,992,Ukraine,United States,Black,Win,56,56.8,56.8,29,Thursday,Black,881,1,56,-1
2023-11-23,1 min,Dizzyscar,weebmaster666,1187,1196,United States,Mexico,Black,Loss,56.1,68.4,56.1,16,Thursday,White,1196,0,68.4,1
2023-11-23,1 min,MagsenCagnus,Dizzyscar,1202,1195,United Kingdom,United States,White,Loss,75.3,52.3,52.3,20,Thursday,Black,1202,0,75.3,-1
2023-11-22,1 min,Dizzyscar,prabhatn,1203,1199,United States,United States,White,Win,84.4,74.8,84.4,31,Wednesday,White,1199,1,74.8,1
2023-11-22,1 min,PeacefulPractice,Dizzyscar,1107,1195,United States,United States,Black,Win,70.1,86.4,86.4,12,Wednesday,Black,1107,1,70.1,-1
2023-11-22,1 min,Dizzyscar,sillypuddy123,1189,1116,United States,Canada,Black,Loss,48.7,54.7,48.7,51,Wednesday,White,1116,0,54.7,1
2023-11-22,3 min,abdel93390,Dizzyscar,989,986,France,United States,Black,Win,66.2,78,78,35,Wednesday,Black,989,1,66.2,-1
2023-11-20,3 min,Dizzyscar,Aguilare,978,957,United States,Mexico,Draw,Draw,52.7,44.7,52.7,46,Monday,White,957,0,44.7,1
2023-11-20,3 min,Dizzyscar,Ramonsala8,979,1015,United States,Spain,Black,Loss,54.2,64.9,54.2,23,Monday,White,1015,0,64.9,1
2023-11-19,3 min,Dizzyscar,vishu24may,987,1033,United States,India,Black,Loss,55.2,72.1,55.2,33,Sunday,White,1033,0,72.1,1
2023-11-19,3 min,Kendalee,Dizzyscar,985,994,Cambodia,United States,White,Loss,65.9,55.6,55.6,23,Sunday,Black,985,0,65.9,-1
2023-11-19,3 min,Joseph15225,Dizzyscar,972,1003,United States,United States,White,Loss,83,74.1,74.1,64,Sunday,Black,972,0,83,-1
2023-11-19,3 min,CollinStark,Dizzyscar,1034,1012,Germany,United States,White,Loss,76.1,74.2,74.2,16,Sunday,Black,1034,0,76.1,-1
2023-11-19,3 min,Dizzyscar,Willy123QFB,1020,1094,United States,Mexico,Black,Loss,68.1,77.1,68.1,26,Sunday,White,1094,0,77.1,1
2023-11-19,3 min,Dizzyscar,jefedezon,1027,1088,United States,Spain,Black,Loss,76.2,83.3,76.2,72,Sunday,White,1088,0,83.3,1
2023-11-19,3 min,666billy13,Dizzyscar,1065,1034,Australia,United States,White,Loss,72.1,62.7,62.7,42,Sunday,Black,1065,0,72.1,-1
2023-11-19,3 min,ERDEM3854,Dizzyscar,1060,1042,Türkiye,United States,White,Loss,65.8,62.3,62.3,29,Sunday,Black,1060,0,65.8,-1
2023-11-19,3 min,Dizzyscar,Ot7,1050,999,United States,Mexico,White,Win,70.2,65.7,70.2,38,Sunday,White,999,1,65.7,1
2023-11-19,3 min,Dizzyscar,notrub,1043,1019,United States,United States,White,Win,80.2,71.5,80.2,35,Sunday,White,1019,1,71.5,1
2023-11-19,3 min,Juliobolts,Dizzyscar,1005,1035,South Africa,United States,White,Loss,70.3,51.2,51.2,19,Sunday,Black,1005,0,70.3,-1
2023-11-19,3 min,Dizzyscar,elandlord,1044,1022,United States,Netherlands,Black,Loss,57.8,64,57.8,39,Sunday,White,1022,0,64,1
2023-11-19,3 min,il_duca_bianco,Dizzyscar,1035,1053,Italy,United States,Black,Win,62.3,63.1,63.1,51,Sunday,Black,1035,1,62.3,-1
2023-11-18,3 min,Dizzyscar,wrongwayjd,1045,1061,United States,Canada,Black,Loss,55.2,64.8,55.2,30,Saturday,White,1061,0,64.8,1
2023-11-18,3 min,amazonnnm,Dizzyscar,1074,1053,India,United States,White,Loss,69.7,59.5,59.5,22,Saturday,Black,1074,0,69.7,-1
2023-11-18,3 min,Dizzyscar,amazonnnm,1061,1066,United States,India,White,Win,82.5,73.3,82.5,51,Saturday,White,1066,1,73.3,1
2023-11-18,3 min,amazonnnm,Dizzyscar,1074,1053,India,United States,White,Loss,59.7,49.4,49.4,27,Saturday,Black,1074,0,59.7,-1
2023-11-17,3 min,Dizzyscar,RaistlinM39,1061,1051,United States,United States,Draw,Draw,69.1,73.5,69.1,65,Friday,White,1051,0,73.5,1
2023-11-17,3 min,Dizzyscar,CobraKao,1061,1121,United States,Spain,Black,Loss,46.1,68.9,46.1,28,Friday,White,1121,0,68.9,1
2023-11-17,3 min,sqazzi,Dizzyscar,1078,1068,Poland,United States,White,Loss,87.6,71.6,71.6,23,Friday,Black,1078,0,87.6,-1
2023-11-17,3 min,Dizzyscar,jmediavilla,1076,1107,United States,Chile,Draw,Draw,77.2,73.1,77.2,81,Friday,White,1107,0,73.1,1
2023-11-17,3 min,Dizzyscar,caslax1951,1075,1080,United States,United States,Draw,Draw,77.2,77.2,77.2,54,Friday,White,1080,0,77.2,1
2023-11-17,3 min,Dizzyscar,hags11,1075,1044,United States,United States,Black,Loss,72.1,78.6,72.1,54,Friday,White,1044,0,78.6,1
2023-11-17,3 min,werewolf313131,Dizzyscar,1090,1084,Canada,United States,Black,Win,59.1,73.3,73.3,24,Friday,Black,1090,1,59.1,-1
2023-11-17,3 min,Dizzyscar,avataris12,1075,1039,United States,Portugal,White,Win,45.9,37.9,45.9,26,Friday,White,1039,1,37.9,1
2023-11-15,3 min,Dizzyscar,Imanhai943,1067,1096,United States,Indonesia,Black,Loss,72.8,77.9,72.8,48,Wednesday,White,1096,0,77.9,1
2023-11-15,3 min,Bastianacs,Dizzyscar,1077,1075,Chile,United States,White,Loss,72.3,67.8,67.8,48,Wednesday,Black,1077,0,72.3,-1
2023-11-15,3 min,ShelterMe,Dizzyscar,1108,1083,Canada,United States,White,Loss,72.7,48.7,48.7,33,Wednesday,Black,1108,0,72.7,-1
2023-11-15,1 min,Samuel_Mayinoti,Dizzyscar,1243,1199,Namibia,United States,White,Loss,72,59.1,59.1,20,Wednesday,Black,1243,0,72,-1
2023-11-15,1 min,Bremkin,Dizzyscar,1189,1199,United States,United States,White,Loss,61.9,49.3,49.3,34,Wednesday,Black,1189,0,61.9,-1
2023-11-15,1 min,Lazarap,Dizzyscar,1272,1208,Brazil,United States,White,Loss,79.5,65.6,65.6,38,Wednesday,Black,1272,0,79.5,-1
2023-11-15,1 min,Dizzyscar,berti316,1215,1166,United States,Greece,White,Win,67.8,71.7,67.8,43,Wednesday,White,1166,1,71.7,1
2023-11-15,1 min,Dizzyscar,wbizub,1208,1230,United States,United States,Black,Loss,31.5,27.5,31.5,37,Wednesday,White,1230,0,27.5,1
2023-11-15,1 min,Dizzyscar,Dagarot,1216,1152,United States,India,White,Win,56,70.4,56,37,Wednesday,White,1152,1,70.4,1
2023-11-15,1 min,Dizzyscar,ViNTRVOXNL,1209,1247,United States,United States,Black,Loss,49.1,55.4,49.1,53,Wednesday,White,1247,0,55.4,1
2023-11-15,1 min,Dizzyscar,Portia_Shim,1216,1183,United States,South Africa,White,Win,62.6,60.5,62.6,43,Wednesday,White,1183,1,60.5,1
2023-11-15,1 min,marcosgaviola,Dizzyscar,1235,1208,Argentina,United States,White,Loss,83.7,81.6,81.6,55,Wednesday,Black,1235,0,83.7,-1
2023-11-15,1 min,LACass95,Dizzyscar,1206,1216,Italy,United States,Black,Win,63.1,57.1,57.1,45,Wednesday,Black,1206,1,63.1,-1
2023-11-15,1 min,True_King_Of_Games,Dizzyscar,1212,1208,Germany,United States,Black,Win,68,80.2,80.2,28,Wednesday,Black,1212,1,68,-1
2023-11-15,1 min,Dizzyscar,TheMrStealYoQueen,1199,1171,United States,United States,White,Win,64.4,66.8,64.4,35,Wednesday,White,1171,1,66.8,1
2023-11-14,1 min,absalon911,Dizzyscar,1175,1191,Peru,United States,White,Loss,62.9,52.9,52.9,35,Tuesday,Black,1175,0,62.9,-1
2023-11-14,3 min,heyotherpeople,Dizzyscar,1063,1091,European Union,United States,White,Loss,81.1,73.4,73.4,54,Tuesday,Black,1063,0,81.1,-1
2023-11-13,3 min,Dizzyscar,Kistejs,1100,1052,United States,Latvia,White,Win,73.6,78.4,73.6,53,Monday,White,1052,1,78.4,1
2023-11-13,3 min,Dizzyscar,knightpd,1093,1035,United States,United States,White,Win,76.3,70,76.3,35,Monday,White,1035,1,70,1
2023-11-12,3 min,Dizzyscar,ralphmarcomorales,1086,1147,United States,Philippines,Black,Loss,54.4,56.9,54.4,43,Sunday,White,1147,0,56.9,1
2023-11-12,3 min,Dizzyscar,flipstuff,1093,1108,United States,United States,White,Win,50,44.2,50,43,Sunday,White,1108,1,44.2,1
2023-11-12,3 min,Dizzyscar,XxEdvixX,1093,1172,United States,Lithuania,Black,Loss,64,74.9,64,40,Sunday,White,1172,0,74.9,1
2023-11-12,10 min,Dizzyscar,gus95740,1075,1081,United States,France,Black,Loss,60,74,60,25,Sunday,White,1081,0,74,1
2023-11-12,10 min,Vera1568,Dizzyscar,1071,1087,Switzerland,United States,Black,Win,65.1,76.1,76.1,35,Sunday,Black,1071,1,65.1,-1
2023-11-12,10 min,Nazeert,Dizzyscar,1078,1075,France,United States,White,Loss,64.2,57.4,57.4,52,Sunday,Black,1078,0,64.2,-1
2023-11-12,10 min,Dizzyscar,ALChess2706,1088,1054,United States,United Kingdom,White,Win,64.1,49.1,64.1,36,Sunday,White,1054,1,49.1,1
2023-11-12,10 min,ALChess2706,Dizzyscar,1062,1076,United Kingdom,United States,Black,Win,66.9,75.5,75.5,33,Sunday,Black,1062,1,66.9,-1
2023-11-12,10 min,ulfochlamm,Dizzyscar,1087,1063,Sweden,United States,White,Loss,89.7,62.9,62.9,12,Sunday,Black,1087,0,89.7,-1
2023-11-12,10 min,estasis,Dizzyscar,1088,1076,Spain,United States,Black,Win,65.7,76.9,76.9,12,Sunday,Black,1088,1,65.7,-1
2023-11-12,10 min,Dizzyscar,frosinn,1061,1049,United States,Iceland,Black,Loss,75.1,83,75.1,59,Sunday,White,1049,0,83,1
2023-11-12,10 min,Dizzyscar,unclepaul13,1077,1028,United States,Kenya,White,Win,62.7,50.3,62.7,25,Sunday,White,1028,1,50.3,1
2023-11-12,10 min,Dizzyscar,Aurilius-Cas,1063,1109,United States,South Africa,Black,Loss,65.3,76.1,65.3,38,Sunday,White,1109,0,76.1,1
2023-11-12,10 min,Dizzyscar,jora74,1078,1076,United States,Italy,White,Win,68.9,62.7,68.9,27,Sunday,White,1076,1,62.7,1
2023-11-11,10 min,Dizzyscar,phil1717,1060,1058,United States,Belgium,Black,Loss,64.5,66.4,64.5,64,Saturday,White,1058,0,66.4,1
2023-11-11,10 min,jajahn,Dizzyscar,1060,1079,Philippines,United States,Black,Win,52.5,60.3,60.3,29,Saturday,Black,1060,1,52.5,-1
2023-11-11,10 min,Dizzyscar,jajahn,1060,1068,United States,Philippines,White,Win,86.4,76.4,86.4,34,Saturday,White,1068,1,76.4,1
2023-11-11,10 min,leonard4211,Dizzyscar,1036,1039,North Macedonia,United States,Black,Win,58.3,65.2,65.2,37,Saturday,Black,1036,1,58.3,-1
2023-11-11,10 min,markiv87,Dizzyscar,1010,1017,India,United States,Black,Win,65.5,78.3,78.3,19,Saturday,Black,1010,1,65.5,-1
2023-11-11,10 min,Maciejka70,Dizzyscar,938,994,France,United States,Black,Win,75,84.7,84.7,23,Saturday,Black,938,1,75,-1
2023-11-11,10 min,Dizzyscar,lendoo73,973,972,United States,United Kingdom,Black,Loss,70,87,70,28,Saturday,White,972,0,87,1
2023-11-11,10 min,jkupie,Dizzyscar,941,1000,Netherlands,United States,Black,Win,59.5,68.4,68.4,20,Saturday,Black,941,1,59.5,-1
2023-11-11,10 min,Plagueh,Dizzyscar,994,976,Australia,United States,White,Loss,79.8,70.8,70.8,39,Saturday,Black,994,0,79.8,-1
2023-11-11,10 min,tomcrauwels,Dizzyscar,991,1006,Belgium,United States,Black,Win,63.2,80.2,80.2,22,Saturday,Black,991,1,63.2,-1
2023-11-11,10 min,Dizzyscar,TannerBoy92,973,984,United States,United States,Black,Loss,68.1,74.3,68.1,23,Saturday,White,984,0,74.3,1
2023-11-11,3 min,Dizzyscar,nivekja1977,1100,1061,United States,United States,White,Win,75.8,64.1,75.8,27,Saturday,White,1061,1,64.1,1
2023-11-08,3 min,Dizzyscar,Valerapt,1093,1072,United States,Ukraine,White,Win,65.2,51.2,65.2,43,Wednesday,White,1072,1,51.2,1
2023-11-07,3 min,Dizzyscar,spectator_mode01,1085,1021,United States,Philippines,White,Win,74.6,77.1,74.6,18,Tuesday,White,1021,1,77.1,1
2023-11-07,3 min,ToniSilva98,Dizzyscar,1082,1078,Nicaragua,United States,Black,Win,64.9,82.4,82.4,25,Tuesday,Black,1082,1,64.9,-1
2023-11-07,3 min,sandeep0404,Dizzyscar,1046,1069,India,United States,Black,Win,65.2,68.1,68.1,51,Tuesday,Black,1046,1,65.2,-1
2023-11-07,3 min,Dizzyscar,flaw_less90,1061,1085,United States,Jamaica,White,Win,71,79.3,71,41,Tuesday,White,1085,1,79.3,1
2023-11-07,3 min,Dizzyscar,IHaveLowReallyLowIq,1052,1021,United States,Brazil,Black,Loss,68.8,68.3,68.8,50,Tuesday,White,1021,0,68.3,1
2023-11-07,3 min,cinghiale416,Dizzyscar,1022,1061,United States,United States,Black,Win,58.2,62.4,62.4,39,Tuesday,Black,1022,1,58.2,-1
2023-11-07,3 min,awesomeK,Dizzyscar,1088,1054,United States,United States,White,Loss,81.3,72.5,72.5,52,Tuesday,Black,1088,0,81.3,-1
2023-11-06,3 min,Jay_TT,Dizzyscar,1045,1062,India,United States,White,Loss,82.2,81,81,71,Monday,Black,1045,0,82.2,-1
2023-11-06,3 min,Dizzyscar,pedrolnascimento,1071,1078,United States,Brazil,White,Win,92.9,78.7,92.9,34,Monday,White,1078,1,78.7,1
2023-11-06,3 min,Dizzyscar,The_North_Star,1070,1063,United States,United States,Black,Loss,65.9,76.1,65.9,17,Monday,White,1063,0,76.1,1
2023-11-06,3 min,CrucialFeet,Dizzyscar,1068,1079,United States,United States,Draw,Draw,70.7,75.3,75.3,56,Monday,Black,1068,0,70.7,-1
2023-11-06,3 min,Dizzyscar,rahbbb,1079,1082,United States,United States,White,Win,85.3,77.5,85.3,27,Monday,White,1082,1,77.5,1
2023-11-05,3 min,alirezamaghaliiiii,Dizzyscar,1122,1071,Canada,United States,White,Loss,74.4,67.2,67.2,72,Sunday,Black,1122,0,74.4,-1
2023-11-05,3 min,Dizzyscar,Saruhhh333,1078,1120,United States,United States,Draw,Draw,67.4,69.5,67.4,39,Sunday,White,1120,0,69.5,1
2023-11-05,3 min,RetiChessClub,Dizzyscar,1556,1077,United States,United States,Black,Win,44.4,35.9,35.9,36,Sunday,Black,1556,1,44.4,-1
2023-11-05,3 min,farooshah007,Dizzyscar,1030,1062,Pakistan,United States,Black,Win,66.2,49.6,49.6,25,Sunday,Black,1030,1,66.2,-1
2023-11-05,3 min,Dizzyscar,quickmma,1054,1086,United States,United States,Black,Loss,36.2,54.9,36.2,13,Sunday,White,1086,0,54.9,1
2023-11-05,1 min,VIITRM,Dizzyscar,1161,1200,Brazil,United States,Draw,Draw,78.3,80.1,80.1,58,Sunday,Black,1161,0,78.3,-1
2023-11-05,3 min,MartDawg,Dizzyscar,1080,1062,United States,United States,Black,Win,70.8,78.9,78.9,42,Sunday,Black,1080,1,70.8,-1
2023-11-05,3 min,xscape24,Dizzyscar,1063,1053,United States,United States,Black,Win,74.5,97.2,97.2,9,Sunday,Black,1063,1,74.5,-1
2023-11-05,3 min,Dizzyscar,chessquire142,1044,1070,United States,United States,White,Win,70.1,73.5,70.1,32,Sunday,White,1070,1,73.5,1
2023-11-05,3 min,Dizzyscar,hgbhgb,1035,971,United States,Norway,White,Win,76.8,63.3,76.8,29,Sunday,White,971,1,63.3,1
2023-11-05,3 min,Dizzyscar,Awwa21,1028,1041,United States,France,Black,Loss,59.8,88,59.8,6,Sunday,White,1041,0,88,1
2023-11-05,3 min,dalzate22,Dizzyscar,1090,1036,Colombia,United States,White,Loss,64.9,52.1,52.1,26,Sunday,Black,1090,0,64.9,-1
2023-11-05,3 min,Dizzyscar,MRGOODEVENING05,1043,995,United States,United States,White,Win,63.5,52.2,63.5,20,Sunday,White,995,1,52.2,1
2023-11-05,3 min,MRGOODEVENING05,Dizzyscar,1002,1036,United States,United States,Black,Win,76.2,89.6,89.6,57,Sunday,Black,1002,1,76.2,-1
2023-11-05,3 min,Dizzyscar,easymoneyysniper,1028,1020,United States,Serbia,Black,Loss,68.9,78.5,68.9,32,Sunday,White,1020,0,78.5,1
2023-11-05,3 min,Dizzyscar,rob3139,1037,1031,United States,United Kingdom,Draw,Draw,81.5,84.8,81.5,58,Sunday,White,1031,0,84.8,1
2023-11-05,3 min,justinsoliz711,Dizzyscar,1013,1037,United States,United States,White,Loss,75.8,70.3,70.3,32,Sunday,Black,1013,0,75.8,-1
2023-11-05,3 min,Predgg,Dizzyscar,990,1046,Philippines,United States,Black,Win,73.5,69,69,59,Sunday,Black,990,1,73.5,-1
2023-11-05,3 min,foxyfoxy2345678,Dizzyscar,1062,1039,India,United States,White,Loss,71.8,59.2,59.2,34,Sunday,Black,1062,0,71.8,-1
2023-11-05,3 min,Dizzyscar,answeris54,1047,991,United States,Australia,White,Win,66.8,71.3,66.8,37,Sunday,White,991,1,71.3,1
2023-11-04,3 min,Dizzyscar,ANIPOGS,1040,1042,United States,Philippines,Draw,Draw,67.3,64.9,67.3,29,Saturday,White,1042,0,64.9,1
2023-11-04,3 min,Dizzyscar,saibk6,1040,1039,United States,India,White,Win,59.8,59.3,59.8,44,Saturday,White,1039,1,59.3,1
2023-11-04,3 min,neilselfies,Dizzyscar,1003,1032,India,United States,Draw,Draw,73.8,72.7,72.7,60,Saturday,Black,1003,0,73.8,-1
2023-11-04,3 min,Dizzyscar,jaimev5961,1033,970,United States,United States,White,Win,62.5,61.3,62.5,32,Saturday,White,970,1,61.3,1
2023-11-04,3 min,jaimev5961,Dizzyscar,977,1026,United States,United States,Black,Win,73.2,90.7,90.7,28,Saturday,Black,977,1,73.2,-1
2023-11-04,3 min,8DPxALPHA,Dizzyscar,1035,1019,Mexico,United States,White,Loss,79.7,78.5,78.5,70,Saturday,Black,1035,0,79.7,-1
2023-11-04,3 min,Dizzyscar,Dug1990,1027,1043,United States,United States,Black,Loss,56.5,59.1,56.5,27,Saturday,White,1043,0,59.1,1
2023-11-04,3 min,Dizzyscar,ravitambade,1035,1014,United States,India,White,Win,67.7,68.8,67.7,39,Saturday,White,1014,1,68.8,1
2023-11-04,3 min,machodelmonte,Dizzyscar,1046,1027,United States,United States,Black,Win,73.4,78,78,37,Saturday,Black,1046,1,73.4,-1
2023-11-04,3 min,Dizzyscar,drake_166,1018,1021,United States,Philippines,White,Win,77,69.1,77,36,Saturday,White,1021,1,69.1,1
2023-11-04,3 min,kangaroojack3499,Dizzyscar,973,1010,United States,United States,Black,Win,63.8,61,61,60,Saturday,Black,973,1,63.8,-1
2023-11-04,3 min,mahanplast,Dizzyscar,1008,1002,Iran,United States,Black,Win,59.8,66.1,66.1,59,Saturday,Black,1008,1,59.8,-1
2023-11-04,3 min,Dizzyscar,yeniplayer,993,1027,United States,Türkiye,Black,Loss,73.6,83.8,73.6,39,Saturday,White,1027,0,83.8,1
2023-11-04,3 min,Dizzyscar,virtanjal,1001,1030,United States,India,Draw,Draw,69.6,72.1,69.6,68,Saturday,White,1030,0,72.1,1
2023-11-04,3 min,Dizzyscar,Enrico42,1000,952,United States,Philippines,White,Win,59.9,56.9,59.9,33,Saturday,White,952,1,56.9,1
2023-11-04,3 min,Jayhawk1960,Dizzyscar,1012,993,United States,United States,Black,Win,57.1,68.7,68.7,24,Saturday,Black,1012,1,57.1,-1
2023-11-04,3 min,Dungpiles,Dizzyscar,970,984,New Zealand,United States,Black,Win,66.7,80.7,80.7,24,Saturday,Black,970,1,66.7,-1
2023-11-04,3 min,rafaelsoaresdealmeida,Dizzyscar,932,976,Brazil,United States,Black,Win,66.8,71,71,26,Saturday,Black,932,1,66.8,-1
2023-11-04,3 min,Dizzyscar,prashantbj,969,912,United States,India,White,Win,61.9,70.5,61.9,49,Saturday,White,912,1,70.5,1
2023-11-04,3 min,Prasad4chess,Dizzyscar,1010,962,India,United States,White,Loss,87.2,57.9,57.9,13,Saturday,Black,1010,0,87.2,-1
2023-11-04,3 min,Dizzyscar,ChefMosesEli,969,984,United States,United States,Black,Loss,61.6,67.7,61.6,33,Saturday,White,984,0,67.7,1
2023-11-04,3 min,Dizzyscar,GolfPro8,977,961,United States,United States,White,Win,52.3,49.9,52.3,29,Saturday,White,961,1,49.9,1
2023-11-04,3 min,fabrizio099,Dizzyscar,974,969,Peru,United States,Black,Win,70.5,78.1,78.1,36,Saturday,Black,974,1,70.5,-1
2023-11-04,3 min,Anhonest_man,Dizzyscar,932,960,United States,United States,Black,Win,68.9,88.1,88.1,17,Saturday,Black,932,1,68.9,-1
2023-11-04,3 min,Dizzyscar,chesslei,952,952,United States,Philippines,White,Win,63,54.1,63,39,Saturday,White,952,1,54.1,1
2023-11-04,3 min,Dizzyscar,PanToma,944,945,United States,United Kingdom,Black,Loss,75.8,78.7,75.8,11,Saturday,White,945,0,78.7,1
2023-11-04,3 min,Biscottaro,Dizzyscar,966,952,Italy,United States,White,Loss,76.8,67.9,67.9,65,Saturday,Black,966,0,76.8,-1
2023-11-04,3 min,jonmcleod2003,Dizzyscar,985,960,United States,United States,Black,Win,74.2,84.7,84.7,38,Saturday,Black,985,1,74.2,-1
2023-11-04,3 min,Dizzyscar,Pendraig123,951,986,United States,United States,Black,Loss,69.8,77.7,69.8,32,Saturday,White,986,0,77.7,1
2023-11-04,3 min,bmust201,Dizzyscar,946,959,United States,United States,Black,Win,71.8,80.5,80.5,41,Saturday,Black,946,1,71.8,-1
2023-11-04,3 min,Dizzyscar,mrmagar34k,951,972,United States,Nepal,Black,Loss,58.6,65.9,58.6,55,Saturday,White,972,0,65.9,1
2023-11-04,3 min,hsimahhsimah,Dizzyscar,904,959,United Kingdom,United States,Black,Win,64.9,57.6,57.6,55,Saturday,Black,904,1,64.9,-1
2023-11-04,3 min,Dizzyscar,Vincal44,952,1011,United States,United States,Black,Loss,72.9,82.9,72.9,29,Saturday,White,1011,0,82.9,1
2023-11-04,3 min,adejosh,Dizzyscar,964,959,Nigeria,United States,White,Loss,63.2,30.6,30.6,7,Saturday,Black,964,0,63.2,-1
2023-11-04,3 min,Predador32,Dizzyscar,1000,967,Brazil,United States,White,Loss,71.1,65.6,65.6,27,Saturday,Black,1000,0,71.1,-1
2023-11-04,3 min,kamruzzamanrasel,Dizzyscar,947,975,Bangladesh,United States,White,Loss,73.6,64.6,64.6,32,Saturday,Black,947,0,73.6,-1
2023-11-04,3 min,Dizzyscar,Nazaria1993,984,979,United States,Egypt,Black,Loss,71,78.7,71,58,Saturday,White,979,0,78.7,1
2023-11-03,3 min,Dizzyscar,cincinnati800,993,1018,United States,United States,White,Win,70.2,72,70.2,38,Friday,White,1018,1,72,1
2023-11-02,1 min,Rezuanul_hoque,Dizzyscar,1202,1201,International,United States,Black,Win,67.2,58.3,58.3,35,Thursday,Black,1202,1,67.2,-1
2023-11-02,1 min,eldebosh,Dizzyscar,1183,1193,Sweden,United States,Black,Win,46.1,34.1,34.1,37,Thursday,Black,1183,1,46.1,-1
2023-11-02,1 min,ItsPitzaTime,Dizzyscar,1165,1185,India,United States,White,Loss,76.2,69.8,69.8,56,Thursday,Black,1165,0,76.2,-1
2023-11-02,1 min,Dizzyscar,Serebroveo,1194,1186,United States,Mali,Draw,Draw,78.4,82.2,78.4,50,Thursday,White,1186,0,82.2,1
2023-11-02,1 min,Dizzyscar,huyk09,1194,1197,United States,Vietnam,White,Win,55,60.2,55,44,Thursday,White,1197,1,60.2,1
2023-11-02,1 min,Dizzyscar,bqm72,1186,1202,United States,Brazil,White,Win,80.3,73.7,80.3,40,Thursday,White,1202,1,73.7,1
2023-11-02,1 min,sandeep_alagan,Dizzyscar,1125,1177,India,United States,Black,Win,74.5,62.6,62.6,32,Thursday,Black,1125,1,74.5,-1
